,Gender2,Gender3,CountC,CountV,Start,End,start_letter,end_letter,plu_pattern,aug_vowel,source,derived_cat,semantic_cat,human,animate,semantic,sexgen
1459,Masculine,Masculine,2,1,0,1,u,ʁ,No Plural,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1460,Masculine,Masculine,2,1,0,1,i,d,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1461,Masculine,Masculine,4,1,1,1,l,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1462,Masculine,Masculine,3,1,1,1,l,l,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Social Relations,
1463,Masculine,Masculine,3,2,0,1,a,m,No Plural,Zero,Native,Action Nouns,,N,N,Clothing & Adornment,
1464,Masculine,Masculine,4,2,0,1,a,d,External,Zero,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1465,Feminine,Feminine,4,2,0,0,a,u,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1466,Masculine,Masculine,2,2,0,0,a,a,External,Zero,Native,Underived,,N,N,Body Parts & Functions,
1467,Feminine,Feminine,3,2,0,1,a,l,External,Zero,Native,Underived,1-AUG,N,N,Possession & Trade,
1468,Masculine,Masculine,3,2,0,1,a,w,External,Zero,Native,Underived,5-DIM,N,N,Possession & Trade,
1469,Masculine,Masculine,5,2,1,0,f,u,id Plural,Zero,Native,Underived,,N,N,Animals,
1470,Feminine,Feminine,2,2,0,0,u,u,No Plural,Zero,Native,Action Nouns,,N,N,Sense Perception,
1471,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1472,Masculine,Masculine,3,1,0,1,i,l,Mixed,Zero,Native,Instrumental Nouns,,N,N,Body Parts & Functions,
1473,Feminine,Feminine,3,2,0,1,i,r,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1474,Masculine,Masculine,3,2,0,1,i,ʃ,Mixed,Zero,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
1475,Masculine,Masculine,3,1,0,1,i,ʃ,Mixed,Zero,Native,Underived,5-DIM,N,N,Food & Drink,
1476,Feminine,Feminine,4,2,0,1,a,r,External,Zero,Native,Action Nouns,1-AUG,N,N,Physical World,
1477,Masculine,Masculine,2,2,0,0,a,i,No Plural,Zero,Native,Underived,,N,N,Emotion,
1478,Masculine,Masculine,5,2,1,1,b,n,id Plural,Zero,Native,Underived,,Y,Y,Social Relations,Male
1479,Masculine,Neutral,3,2,0,1,u,χ,External,Zero,Native,Ukris,,Y,Y,Emotion,NonSpec
1480,Masculine,Masculine,4,1,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Food & Drink,
1481,Feminine,Feminine,2,2,0,0,a,a,No Plural,Zero,Native,Underived,,N,N,Emotion,
1482,Masculine,Masculine,3,2,0,1,a,n,Internal,Zero,Native,Underived,5-DIM,N,N,Physical World,
1483,Masculine,Masculine,2,2,0,1,u,k,No Plural,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1484,Masculine,Masculine,2,2,0,1,a,r,Mixed,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1485,Feminine,Feminine,2,2,0,1,a,s,Internal,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1486,Masculine,Masculine,6,2,1,1,b,n,id Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1487,Feminine,Feminine,4,0,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1488,Feminine,Feminine,1,2,0,0,u,u,No Plural,Zero,Native,Action Nouns,,N,N,Agriculture & Vegetation,
1489,Masculine,Masculine,3,1,1,1,l,b,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Clothing & Adornment,
1490,Feminine,Feminine,3,2,0,1,u,z,External,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1491,Masculine,Masculine,3,2,0,1,u,z,External,Zero,Native,Action Nouns,5-DIM,N,N,Physical Acts & Materials,
1492,Masculine,Masculine,3,1,0,1,i,l,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1493,Feminine,Feminine,2,2,0,1,a,ʃ,Internal,Zero,Native,Underived,,N,Y,Animals,NonSpec
1494,Feminine,Feminine,3,2,0,1,a,r,Internal,Zero,Native,Underived,1-AUG,N,N,Dwellings & Furniture,
1495,Feminine,Feminine,3,3,0,0,a,i,No Plural,Zero,Arabic-Assimilated,Action Nouns,,N,N,Religion & Beliefs,
1496,Masculine,Masculine,4,2,0,1,a,z,Internal,Zero,Native,Action Nouns,5-DIM,N,N,Possession & Trade,
1497,Masculine,Masculine,2,2,0,1,a,g,No Plural,Zero,Native,Underived,,N,N,Possession & Trade,
1498,Feminine,Feminine,2,2,0,0,a,u,No Plural,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1499,Masculine,Masculine,3,2,0,1,a,w,Internal,Zero,Native,Unknown,,Y,Y,Mankind,NonSpec
1500,Masculine,Masculine,2,2,0,1,u,s,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1501,Masculine,Masculine,3,2,1,0,ʒ,a,id Plural,Zero,Native,Underived,,Y,Y,Social Relations,NonSpec
1502,Feminine,Feminine,2,2,0,0,u,u,No Plural,Zero,Native,Action Nouns,,N,N,Sense Perception,
1503,Masculine,Masculine,3,2,0,1,a,m,No Plural,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1504,Masculine,Masculine,1,2,0,0,a,u,Internal,Zero,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
1505,Feminine,Feminine,4,2,1,1,t,t,No Plural,Zero,Native,Action Nouns,,N,N,Sense Perception,
1506,Masculine,Masculine,4,2,1,1,m,s,id Plural,Zero,Native,Agentives,,Y,Y,Body Parts & Functions,NonSpec
1507,Masculine,Masculine,4,0,1,1,z,d,No Plural,Zero,Unknown,Action Nouns,,N,N,Emotion,
1508,Masculine,Masculine,2,2,0,1,a,l,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1509,Masculine,Masculine,1,2,0,0,i,i,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1510,Masculine,Neutral,2,2,0,1,a,s,External,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1511,Masculine,Masculine,3,2,0,1,a,s,No Plural,Zero,Native,Action Nouns,,N,N,Time,
1512,Masculine,Masculine,3,2,0,1,a,d,No Plural,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1513,Feminine,Feminine,2,1,0,1,i,m,Internal,Zero,Native,Underived,,N,N,Food & Drink,
1514,Masculine,Masculine,2,2,0,0,u,i,Mixed,Zero,Native,Action Nouns,,N,N,Food & Drink,
1515,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1516,Feminine,Feminine,3,2,0,1,u,g,No Plural,Zero,Native,Action Nouns,,N,N,Food & Drink,
1517,Feminine,Feminine,2,2,0,1,a,n,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1518,Feminine,Feminine,3,2,0,1,a,s,No Plural,Zero,Native,Action Nouns,,N,N,Emotion,
1519,Feminine,Feminine,2,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Emotion,
1520,Masculine,Masculine,3,1,1,0,ʃ,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Food & Drink,
1521,Feminine,Feminine,2,2,0,1,a,g,No Plural,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1522,Feminine,Feminine,3,1,0,1,i,r,Internal,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1523,Masculine,Masculine,3,2,0,1,u,j,External,Zero,Native,Underived,5-DIM,N,N,Clothing & Adornment,
1524,Masculine,Neutral,2,1,0,1,i,f,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1525,Masculine,Neutral,3,3,0,1,a,n,No Plural,Zero,Arabic-Assimilated,Action Nouns,,N,N,Emotion,
1526,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1527,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Mind & Thought,
1528,Masculine,Masculine,5,2,1,1,ʃ,t,No Plural,Zero,Native,Underived,,N,N,Social Relations,
1529,Masculine,Masculine,1,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1530,Feminine,Feminine,1,2,0,0,u,u,No Plural,Zero,Native,Action Nouns,,N,N,Physical World,
1531,Feminine,Feminine,2,2,0,1,a,r,No Plural,Zero,Native,Action Nouns,,N,N,Physical World,
1532,Feminine,Feminine,2,1,0,1,i,n,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1533,Feminine,Feminine,2,2,0,1,a,k,No Plural,Zero,Native,Underived,,N,N,Animals,
1534,Masculine,Masculine,2,2,0,1,a,d,External,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1535,Feminine,Feminine,2,2,0,1,a,k,No Plural,Zero,Native,Underived,,N,N,Physical World,
1536,Masculine,Masculine,2,1,0,1,i,s,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1537,Feminine,Feminine,2,2,0,1,i,w,No Plural,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1538,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Language & Music,
1539,Masculine,Masculine,5,2,1,1,w,n,id Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1540,Masculine,Masculine,2,2,0,1,u,ʁ,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1541,Masculine,Masculine,4,2,0,1,a,f,Mixed,Zero,Native,Underived,,N,N,Food & Drink,
1542,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1543,Masculine,Neutral,4,2,0,1,a,s,id Plural,Zero,Native,Agentives,,Y,Y,Emotion,NonSpec
1544,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1545,Feminine,Feminine,4,2,0,1,i,n,No Plural,Zero,Native,Action Nouns,,N,N,Physical World,
1546,Masculine,Masculine,3,2,0,1,a,l,No Plural,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1547,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Underived,,N,N,Spatial Relations,
1548,Masculine,Masculine,4,0,1,1,r,m,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Clothing & Adornment,
1549,Masculine,Masculine,3,2,0,1,a,d,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1550,Masculine,Masculine,3,1,1,1,l,f,No Plural,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1551,Masculine,Masculine,2,2,0,1,a,l,Mixed,Zero,Native,Underived,,N,N,Physical World,
1552,Masculine,Masculine,2,1,0,1,i,f,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1553,Masculine,Masculine,2,2,0,1,a,j,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1554,Masculine,Masculine,2,2,0,0,u,u,No Plural,Zero,Native,Underived,,N,N,Sense Perception,
1555,Masculine,Masculine,3,2,0,1,a,j,No Plural,Zero,Native,Action Nouns,,N,N,Language & Music,
1556,Masculine,Masculine,4,2,1,1,t,t,No Plural,Zero,Native,Underived,,N,N,Clothing & Adornment,
1557,Masculine,Masculine,2,2,0,1,a,s,No Plural,Zero,Native,Action Nouns,,N,N,Animals,
1558,Masculine,Neutral,5,2,1,0,b,a,id Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1559,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Sense Perception,
1560,Feminine,Feminine,1,2,0,0,u,u,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1561,Feminine,Feminine,4,0,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Social Relations,
1562,Masculine,Masculine,5,1,1,1,t,t,No Plural,Zero,Native,Action Nouns,,N,N,Animals,
1563,Masculine,Masculine,3,2,0,1,a,j,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1564,Feminine,Feminine,4,0,1,1,l,m,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Possession & Trade,
1565,Masculine,Masculine,4,0,1,1,ʃ,l,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1566,Feminine,Feminine,4,3,0,1,a,j,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1567,Masculine,Masculine,3,3,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1568,Masculine,Masculine,4,3,1,0,w,a,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1569,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Native,Action Nouns,,N,N,Emotion,
1570,Feminine,Feminine,4,1,1,1,d,r,No Plural,Zero,Native,Action Nouns,,N,N,Emotion,
1571,Feminine,Feminine,4,2,0,1,i,n,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1572,Masculine,Masculine,2,2,0,0,u,i,Mixed,Zero,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
1573,Masculine,Neutral,3,2,0,1,a,l,External,Zero,Native,Underived,,Y,Y,Mankind,NonSpec
1574,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Native,Action Nouns,,N,N,Food & Drink,
1575,Masculine,Masculine,4,1,1,1,t,t,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1576,Masculine,Masculine,2,1,0,1,u,m,Mixed,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1577,Masculine,Neutral,4,2,0,1,a,r,External,Zero,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
1578,Feminine,Feminine,4,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1579,Masculine,Masculine,3,2,0,1,a,l,External,Zero,Native,Agentives,,N,Y,Animals,NonSpec
1580,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Physical World,
1581,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1582,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1583,Feminine,Feminine,2,2,0,0,u,i,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1584,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Food & Drink,
1585,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Food & Drink,
1586,Masculine,Masculine,3,2,0,1,a,n,External,Zero,Native,Underived,5-UNIT,N,N,Food & Drink,
1587,Feminine,Feminine,1,1,0,1,u,r,External,Zero,Native,Underived,,N,N,Body Parts & Functions,
1588,Masculine,Masculine,2,2,0,1,i,l,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1589,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Law & Judgement,
1590,Masculine,Masculine,4,3,1,0,b,i,id Plural,Zero,French,Underived,,N,N,Law & Judgement,
1591,Masculine,Masculine,3,1,1,0,b,a,No Plural,Zero,Unknown,Underived,,N,N,Physical World,
1592,Feminine,Feminine,3,3,1,0,d,a,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1593,Masculine,Masculine,4,1,1,1,d,n,No Plural,Zero,Arabic-Unassimilated,Underived,,Y,Y,Possession & Trade,NonSpec
1594,Masculine,Masculine,4,0,1,1,d,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Body Parts & Functions,
1595,Masculine,Neutral,3,2,0,1,a,f,Mixed,Zero,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
1596,Masculine,Masculine,3,1,1,1,d,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Motion & Transportation,
1597,Feminine,Feminine,4,1,1,1,d,f,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1598,Masculine,Masculine,3,2,1,0,g,u,Internal,Zero,Unknown,Underived,,N,N,Food & Drink,
1599,Feminine,Feminine,3,2,1,0,ħ,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1600,Feminine,Feminine,3,2,1,1,l,f,No Plural,Zero,French,Underived,,N,N,Warfare & Hunting,
1601,Masculine,Masculine,3,1,1,1,l,l,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Mind & Thought,
1602,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Unknown,Underived,,N,N,Animals,
1603,Masculine,Masculine,2,1,1,1,l,z,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1604,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Language & Music,
1605,Masculine,Masculine,4,1,1,1,l,l,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Language & Music,
1606,Feminine,Feminine,4,3,1,0,l,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1607,Feminine,Feminine,4,3,1,0,l,a,No Plural,Zero,Unknown,Underived,,N,N,Food & Drink,
1608,Feminine,Feminine,4,1,1,1,l,s,Internal,Zero,French,Underived,,N,N,Physical World,
1609,Masculine,Neutral,4,1,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,Y,Y,Sense Perception,NonSpec
1610,Masculine,Masculine,5,1,1,1,l,m,External,Zero,Unknown,Underived,5-DIM,N,N,Clothing & Adornment,
1611,Masculine,Masculine,4,0,1,1,l,l,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1612,Masculine,Masculine,4,0,1,1,l,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Time,
1613,Masculine,Masculine,5,0,1,1,l,t,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Language & Music,
1614,Masculine,Masculine,5,1,1,1,l,m,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1615,Masculine,Masculine,4,0,1,1,l,b,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Warfare & Hunting,
1616,Masculine,Masculine,3,2,1,1,l,r,Internal,Zero,Unknown,Underived,,N,N,Clothing & Adornment,
1617,Masculine,Masculine,6,2,1,1,l,t,Mixed,Zero,French,Underived,5-DIM,N,N,Food & Drink,
1618,Masculine,Masculine,4,1,1,1,l,d,Mixed,Zero,Native,Underived,5-DIM,N,N,Law & Judgement,
1619,Feminine,Feminine,5,2,1,0,l,a,Internal,Zero,French,Underived,,N,N,Physical Acts & Materials,
1620,Feminine,Feminine,4,2,1,0,l,a,Internal,Zero,French,Underived,,N,N,Emotion,
1621,Masculine,Masculine,3,1,1,1,l,h,No Plural,Zero,Arabic-Unassimilated,Underived,,N,Y,Religion & Beliefs,Male
1622,Masculine,Masculine,4,1,1,1,l,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1623,Feminine,Feminine,4,2,1,0,l,a,Internal,Zero,French,Underived,,N,N,Possession & Trade,
1624,Masculine,Masculine,4,2,1,0,l,i,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Dwellings & Furniture,
1625,Masculine,Neutral,5,1,1,1,l,ħ,Mixed,Zero,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
1626,Feminine,Feminine,5,2,1,0,l,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Clothing & Adornment,
1627,Feminine,Feminine,4,3,1,0,l,a,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1628,Masculine,Masculine,5,1,1,1,l,f,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1629,Feminine,Feminine,4,3,1,0,l,a,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Social Relations,
1630,Feminine,Feminine,4,1,1,1,l,r,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Language & Music,
1631,Masculine,Masculine,3,1,1,1,l,r,Mixed,Zero,Arabic-Unassimilated,Underived,,N,N,Physical World,
1632,Masculine,Neutral,4,3,1,0,l,a,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1633,Feminine,Feminine,4,2,1,1,l,j,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1634,Feminine,Feminine,4,3,1,0,l,a,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1635,Feminine,Feminine,4,0,1,1,l,r,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Agriculture & Vegetation,
1636,Masculine,Masculine,5,0,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Time,
1637,Masculine,Masculine,5,1,1,1,l,n,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1638,Masculine,Masculine,4,0,1,1,l,g,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Body Parts & Functions,
1639,Masculine,Masculine,4,1,1,1,l,r,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Mind & Thought,
1640,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Unknown,Underived,,N,N,Body Parts & Functions,
1641,Feminine,Feminine,4,1,1,1,l,j,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Law & Judgement,
1642,Masculine,Masculine,4,2,1,1,n,t,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Language & Music,
1643,Masculine,Masculine,4,0,1,1,n,m,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Language & Music,
1644,Masculine,Masculine,3,1,1,1,n,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Physical World,
1645,Masculine,Masculine,3,0,1,1,n,s,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Quantity & Number,
1646,Masculine,Masculine,3,1,1,1,ʁ,s,No Plural,Zero,Native,Underived,,N,N,Time,
1647,Masculine,Masculine,3,1,1,0,r,i,No Plural,Zero,Arabic-Unassimilated,Underived,,N,Y,Religion & Beliefs,Male
1648,Feminine,Feminine,3,1,1,1,r,ħ,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Body Parts & Functions,
1649,Masculine,Masculine,3,2,1,0,r,i,id Plural,Zero,Native,Underived,,Y,Y,Mankind,Male
1650,Feminine,Feminine,4,2,1,0,r,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Social Relations,
1651,Masculine,Masculine,4,1,1,1,r,ʕ,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Agriculture & Vegetation,
1652,Masculine,Masculine,3,1,1,0,r,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1653,Masculine,Masculine,3,1,1,1,r,j,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Mind & Thought,
1654,Masculine,Masculine,4,2,1,1,r,ʕ,id Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Quantity & Number,
1655,Masculine,Neutral,4,1,1,1,r,s,No Plural,Zero,Arabic-Unassimilated,Underived,5-UNIT,N,N,Physical Acts & Materials,
1656,Masculine,Masculine,3,1,1,1,r,ħ,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1657,Masculine,Masculine,4,0,1,1,r,q,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1658,Masculine,Masculine,4,1,1,1,s,b,No Plural,Zero,Arabic-Unassimilated,Underived,,Y,Y,Possession & Trade,Male
1659,Masculine,Masculine,3,1,1,1,s,ħ,id Plural,Zero,Arabic-Assimilated,Underived,5-UNIT,N,N,Time,
1660,Masculine,Masculine,3,2,1,0,s,i,id Plural,Zero,French,Underived,,N,N,Quantity & Number,
1661,Masculine,Neutral,3,2,1,0,s,i,id Plural,Zero,Arabic-Assimilated,Underived,,Y,Y,Mankind,NonSpec
1662,Feminine,Feminine,4,3,1,0,s,a,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Social Relations,
1663,Feminine,Feminine,4,1,1,1,s,t,Internal,Zero,Unknown,Underived,,N,N,Food & Drink,
1664,Masculine,Masculine,4,0,1,1,s,d,No Plural,Zero,Unknown,Underived,,N,N,Sense Perception,
1665,Masculine,Masculine,6,1,1,1,s,r,External,Zero,Arabic-Assimilated,Underived,5-UNIT,N,N,Food & Drink,
1666,Feminine,Feminine,4,1,1,1,s,ʕ,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Possession & Trade,
1667,Masculine,Masculine,4,1,1,1,ʃ,ʕ,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Law & Judgement,
1668,Masculine,Masculine,4,0,1,1,ʃ,d,Internal,Zero,Arabic-Assimilated,Underived,,N,N,Mind & Thought,
1669,Masculine,Masculine,4,0,1,1,s,f,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1670,Masculine,Masculine,3,1,1,1,s,q,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1671,Feminine,Feminine,4,2,0,1,a,n,No Plural,Zero,Native,Underived,,N,N,Time,
1672,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Food & Drink,
1673,Feminine,Feminine,5,2,1,0,t,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Physical Acts & Materials,
1674,Masculine,Masculine,4,1,1,1,t,b,Internal,Zero,Arabic-Unassimilated,Underived,,Y,Y,Religion & Beliefs,Male
1675,Feminine,Feminine,3,1,1,0,t,a,Internal,Zero,French,Underived,,N,N,Dwellings & Furniture,
1676,Feminine,Feminine,3,3,1,0,t,a,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Motion & Transportation,
1677,Masculine,Masculine,3,1,1,1,t,r,Internal,Zero,Arabic-Unassimilated,Underived,,N,Y,Animals,NonSpec
1678,Masculine,Masculine,4,0,1,1,t,s,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Mind & Thought,
1679,Masculine,Masculine,4,0,1,1,t,ʕ,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1680,Feminine,Feminine,5,1,1,1,t,j,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Mind & Thought,
1681,Masculine,Masculine,3,1,1,1,t,l,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Quantity & Number,
1682,Masculine,Masculine,3,1,1,1,t,m,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Food & Drink,
1683,Masculine,Masculine,4,0,1,1,z,r,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1684,Masculine,Masculine,2,2,0,1,a,s,External,Zero,Native,Underived,,N,N,Body Parts & Functions,
1685,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Physical World,
1686,Masculine,Neutral,2,1,1,0,g,a,Internal,Zero,Native,Underived,,Y,Y,Mankind,NonSpec
1687,Masculine,Masculine,2,2,0,1,a,d,No Plural,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1688,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Action Nouns,,N,N,Physical World,
1689,Masculine,Masculine,2,2,1,0,b,a,id Plural,Zero,Native,Underived,,Y,Y,Mankind,Male
1690,Masculine,Masculine,2,1,1,0,b,a,id Plural,Zero,Native,Underived,,Y,Y,Mankind,Male
1691,Masculine,Masculine,4,1,1,0,l,i,No Plural,Zero,Arabic-Assimilated,Underived,,N,Y,Animals,NonSpec
1692,Masculine,Masculine,4,1,1,1,b,m,Internal,Zero,Arabic-Unassimilated,Underived,,Y,Y,Mankind,NonSpec
