y_analysisGender2Category,y_analysisGender3Category,analysisHasSecondaryMorphYN,analysisMutability,m_analysisPluralPattern,m_analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,p_analysisThemeCV,p_analysisThemeFinalSegment,p_analysisThemeInitialSegment,s_lexiconAnimateYN,lexiconGlossEnglish,lexiconGlossFrench,s_lexiconHumanYN,m_lexiconLoanwordSource,s_lexiconSemanticField,s_lexiconSexGender,recordID,m_wordDerivedCategory,wordLexBitVector,m_wordNumSemanticCategory
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ifrir,VCCVC,r,i,N,skin (boiled milk),peau de lait,N,Native,Food & Drink,,1558,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,iliwʃ,VCVCC,ʃ,i,N,sheepskin to sit,peau de mouton pour s'asseoir,N,Native,Dwellings & Furniture,,1561,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,ilmʃ,VCCC,ʃ,i,N,peel,pelure,N,Native,Food & Drink,,1571,Underived,1111-1111,5-DIM
Feminine,Feminine,Yes,Variable-Fem,External,Zero,N,aggsar,VCCCVC,r,a,N,sloping ravine,"pente, ravin",N,Native,Physical World,,1578,Action Nouns,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,agʷri,VCCV,i,a,N,peril,péril,N,Native,Emotion,,1583,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,Y,bijrkan,CVCCCVC,n,b,Y,filthy person,personne crasseuse,Y,Native,Social Relations,Male,1584,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,Zero,Y,uʒliχ,VCCVC,χ,u,Y,very dirty person,personne très sale,Y,Native,Emotion,NonSpec,1586,Ukris,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lfdur,CCCVC,r,l,N,breakfast,petit déjeûner,N,Arabic-Assimilated,Food & Drink,,1588,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,awda,VCCV,a,a,N,"fear, fright","peur, effroi",N,Native,Emotion,,1599,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Internal,Zero,N,aggun,VCCVC,n,a,N,stone,pierre,N,Native,Physical World,,1603,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ubuk,VCVC,k,u,N,pounding,pilage,N,Native,Physical Acts & Materials,,1608,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,amur,VCVC,r,a,N,pestle,pilon,N,Native,Physical Acts & Materials,,1611,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,agus,VCVC,s,a,N,"picket, stake",piquet,N,Native,Agriculture & Vegetation,,1624,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,!bijbzdan,CVCCCCVC,n,b,N,pissing,pisseur,N,Native,Body Parts & Functions,,1625,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!lħdr,CCCC,r,l,N,joke,plaisanterie,N,Arabic-Assimilated,Emotion,,1630,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!uzu,VCV,u,u,N,seedling,plant,N,Native,Agriculture & Vegetation,,1632,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lʒib,CCVC,b,l,N,pocket,poche,N,Arabic-Unassimilated,Clothing & Adornment,,1647,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,External,Zero,N,!ummaz,VCCVC,z,u,N,handle,poignée,N,Native,Physical Acts & Materials,,1653,Action Nouns,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,!ummiz,VCCVC,z,u,N,handle,poignée,N,Native,Physical Acts & Materials,,1654,Action Nouns,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,izbl,VCCC,l,i,N,hair,poil,N,Native,Body Parts & Functions,,1655,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,aruʃ,VCVC,ʃ,a,Y,porcupine,porc-épic,N,Native,Animals,NonSpec,1660,Underived,0000-1111,
Feminine,Feminine,Yes,Variable-Fem,Internal,Zero,N,aggur,VCCVC,r,a,N,portal,portail,N,Native,Dwellings & Furniture,,1662,Underived,1111-1111,1-AUG
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!azalli,VCVCCV,i,a,N,prayer,prière,N,Arabic-Assimilated,Religion & Beliefs,,1697,Action Nouns,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Internal,Zero,N,!awmmiz,VCCCVC,z,a,N,taking both hands,prise de deux mains,N,Native,Possession & Trade,,1700,Action Nouns,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,atig,VCVC,g,a,N,price,prix,N,Native,Possession & Trade,,1701,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,adru,VCCV,u,a,N,depth,profondeur,N,Native,Spatial Relations,,1702,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,arraw,VCCVC,w,a,Y,"offspring, progeny",progéniture,Y,Native,Mankind,NonSpec,1704,Unknown,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,uʁus,VCVC,s,u,N,cleanliness,propreté,N,Native,Body Parts & Functions,,1710,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,ʒarra,CVCCV,a,ʒ,Y,provincial (pejorative) person,"provincial (péj.), péquenot",Y,Native,Social Relations,NonSpec,1713,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!uʒʒu,VCCV,u,u,N,stink,puanteur,N,Native,Sense Perception,,1719,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,aggʷam,VCCVC,m,a,N,bailing water,puisage,N,Native,Physical Acts & Materials,,1724,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,Zero,N,anu,VCV,u,a,N,well,puits,N,Native,Dwellings & Furniture,,1727,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,tamimt,CVCVCC,t,t,N,quality that is sweet,qualité de ce qui est sucré,N,Native,Sense Perception,,1729,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,!mittus,CVCCVC,s,m,Y,"one who sleeps all the time, lazy person",qui dort tout le temps,Y,Native,Body Parts & Functions,NonSpec,1736,Agentives,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!zzgd,CCCC,d,z,N,rage,rage,N,Unknown,Emotion,,1742,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!adil,VCVC,l,a,N,grapes,raisin,N,Native,Food & Drink,,1744,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!izi,VCV,i,i,N,spleen,rate,N,Native,Body Parts & Functions,,1755,Underived,1100-0000,
Masculine,Neutral,,Neutral,External,Zero,Y,anas,VCVC,s,a,N,copper,cuivre,N,Native,Physical Acts & Materials,,1762,Underived,1100-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,allas,VCCVC,s,a,N,resumption,recommencement,N,Native,Time,,1763,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!aʁʁad,VCCVC,d,a,N,straightness,rectitude,N,Native,Spatial Relations,,1766,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,irm,VCC,m,i,N,meal,repas,N,Native,Food & Drink,,1782,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,utʃi,VCCV,i,u,N,meal,repas,N,Native,Food & Drink,,1783,Action Nouns,1111-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,"reserve, restraint","réserve, retenue, pudeur",N,Arabic-Unassimilated,Emotion,,1786,Underived,0000-0011,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!uzzig,VCCVC,g,u,N,milking (result of),résultat de la traite,N,Native,Food & Drink,,1793,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,amun,VCVC,n,a,N,"meeting, company","réunion, compagnie",N,Native,Social Relations,,1798,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,assas,VCCVC,s,a,N,"rigor (character, economics), austerity","rigueur (caractère, économie), austérité",N,Native,Emotion,,1803,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!adsa,VCCV,a,a,N,laugh,rire,N,Native,Emotion,,1806,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ʃʃwa,CCCV,a,ʃ,N,roast,rôti,N,Arabic-Unassimilated,Food & Drink,,1819,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,anig,VCVC,g,a,N,rust,rouille,N,Native,Physical Acts & Materials,,1824,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,iqqr,VCCC,r,i,N,kick,ruade,N,Native,Physical Acts & Materials,,1830,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,!urzij,VCCVC,j,u,N,sandal,sandale,N,Native,Clothing & Adornment,,1856,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,Zero,Y,ilf,VCC,f,i,Y,boar,sanglier,N,Native,Animals,NonSpec,1857,Underived,1111-1111,
Masculine,Neutral,,Neutral,No Plural,Zero,Y,aʃitan,VCVCVC,n,a,N,discord,"satanerie, zizanie",N,Arabic-Assimilated,Emotion,,1864,Action Nouns,1111-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!andra,VCCCV,a,a,N,"jump, range of a jump","saut, portée d'un saut",N,Native,Motion & Transportation,,1867,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ussna,VCCCV,a,u,N,knowledge,"savoir, connaissance",N,Native,Mind & Thought,,1874,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ʃʃmutit,CCCVCVC,t,ʃ,N,"scandal, calamity (weak sense)","scandale, calamité (sens faible)",N,Native,Social Relations,,1877,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,aga,VCV,a,a,N,leather bucket,seau en cuir,N,Native,Physical Acts & Materials,,1913,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,uzu,VCV,u,u,N,drought,sécheresse,N,Native,Physical World,,1916,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,aʁar,VCVC,r,a,N,drought,sécheresse,N,Native,Physical World,,1917,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,isn,VCC,n,i,N,salt,sel,N,Native,Food & Drink,,1923,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,arik,VCVC,k,a,N,saddle,selle,N,Native,Animals,,1924,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,External,Zero,N,asad,VCVC,d,a,N,"lock, lock","serrure, verrou",N,Native,Physical Acts & Materials,,1936,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,afuk,VCVC,k,a,N,sun,soleil,N,Native,Physical World,,1953,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ids,VCC,s,i,N,sleep,sommeil,N,Native,Body Parts & Functions,,1957,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ikiw,VCVC,w,i,N,kind of cactus,sorte de cactus,N,Native,Agriculture & Vegetation,,1964,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,kind of game (pebbles),sorte de jeu (caillous),N,Native,Language & Music,,1967,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,!warzzan,CVCCCVC,n,w,Y,a kind of beetle,sorte de scarabée,N,Native,Animals,NonSpec,1973,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ufuʁ,VCVC,ʁ,u,N,exit,sortie,N,Native,Motion & Transportation,,1977,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,askkif,VCCCVC,f,a,N,soup,soupe,N,Native,Food & Drink,,1985,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,eyebrow,sourcil,N,Native,Body Parts & Functions,,1988,Underived,0000-0011,
Masculine,Neutral,,Neutral,id Plural,Zero,Y,!amdlus,VCCCVC,s,a,Y,sneaky person or animal,sournois,Y,Native,Emotion,NonSpec,1991,Agentives,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ukksa,VCCCV,a,u,N,"subtraction, weaning","soustraction, sevrage",N,Native,Physical Acts & Materials,,1992,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ikʷljan,VCCCVC,n,i,N,soot,suie,N,Native,Physical World,,1996,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,aggʷal,VCCVC,l,a,N,suspension,suspension,N,Native,Spatial Relations,,2006,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,iddi,VCCV,i,i,N,"size, standing","taille, station debout",N,Native,Spatial Relations,,2013,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!rrʃm,CCCC,m,r,N,tattoo,"tatouage, marque",N,Arabic-Assimilated,Clothing & Adornment,,2029,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!aʒʒid,VCCVC,d,a,N,ringworm (skin infection),teigne,N,Native,Body Parts & Functions,,2034,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lkif,CCVC,f,l,N,cannabis,cannabis,N,Native,Agriculture & Vegetation,,2035,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,akal,VCVC,l,a,N,land,terre,N,Native,Physical World,,2042,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,iχf,VCC,f,i,N,head,tête,N,Native,Body Parts & Functions,,2047,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ataj,VCVC,j,a,N,tea,thé,N,Native,Food & Drink,,2050,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ulbu,VCCV,u,u,N,"tepidity, quality of being lukewarm",tiédeur,N,Native,Sense Perception,,2052,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,aldaj,VCCVC,j,a,N,pulling,tirage,N,Native,Language & Music,,2059,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,tilist,CVCVCC,t,t,N,fleece,toison,N,Native,Clothing & Adornment,,2066,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,alas,VCVC,s,a,N,shearing,tonte,N,Native,Animals,,2072,Action Nouns,1100-0000,
Masculine,Neutral,,Neutral,id Plural,Zero,Y,buttgra,CVCCCCV,a,b,Y,turtle,tortue,N,Native,Animals,NonSpec,2076,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,uggra,VCCCV,a,u,N,touch,toucher,N,Native,Sense Perception,,2078,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,usu,VCV,u,u,N,cough,toux,N,Native,Body Parts & Functions,,2087,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lʁʷdr,CCCC,r,l,N,betrayal,trahison,N,Arabic-Assimilated,Social Relations,,2091,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!tuzzgt,CVCCCC,t,t,N,"milking, milking action","traite, action de traire",N,Native,Animals,,2097,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,assaj,VCCVC,j,a,N,transport,transport,N,Native,Motion & Transportation,,2100,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lχdm,CCCC,m,l,N,work,travail,N,Arabic-Assimilated,Possession & Trade,,2101,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ʃʃʁʷl,CCCC,l,ʃ,N,"work, occupation","travail, occupation",N,Arabic-Unassimilated,Possession & Trade,,2102,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,argagaj,VCCVCVC,j,a,N,tremor,tremblement,N,Native,Body Parts & Functions,,2109,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,argiga,VCCVCV,a,a,N,tremor,tremblement,N,Native,Body Parts & Functions,,2110,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,wargiga,CVCCVCV,a,w,N,shaking,tremblotement,N,Native,Body Parts & Functions,,2112,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,"deceit, hypocrisy","tromperie, hypocrisie",N,Native,Emotion,,2124,Action Nouns,0000-0011,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ddsar,CCCVC,r,d,N,turbulence,turbulence,N,Native,Emotion,,2132,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ibzdan,VCCCVC,n,i,N,urine,urine,N,Native,Body Parts & Functions,,2136,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,urti,VCCV,i,u,N,orchard,verger,N,Native,Agriculture & Vegetation,,2175,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,Zero,Y,adgal,VCCVC,l,a,Y,widower,veuf,Y,Native,Mankind,NonSpec,2183,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,"meat, dried tripe","viande, tripes séchées",N,Native,Food & Drink,,2185,Action Nouns,0000-0011,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,tudrt,CVCCC,t,t,N,"life, survival","vie, survie",N,Native,Body Parts & Functions,,2187,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,udm,VCC,m,u,N,face,visage,N,Native,Body Parts & Functions,,2193,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,Zero,Y,!addʒar,VCCCVC,r,a,Y,neighbor,voisin,Y,Arabic-Assimilated,Social Relations,NonSpec,2200,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ukkrda,VCCCCV,a,u,N,flight,vol,N,Native,Motion & Transportation,,2201,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,External,Zero,N,ajlal,VCCVC,l,a,Y,"volatile, bird",volatile,N,Native,Animals,NonSpec,2203,Agentives,1111-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,water,eau,N,Native,Physical World,,2219,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,"intestines, viscera","intestins, viscères",N,Native,Body Parts & Functions,,2224,Underived,0011-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,agʷlla,VCCCV,a,a,N,cereal porridge,bouillie de céréales,N,Native,Food & Drink,,2228,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ummi,VCCV,i,u,N,flour dough,pâte de farine,N,Native,Food & Drink,,2229,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,mix of roasted and boiled grains,mélange de grains grillés ou cuits à l'eau,N,Native,Food & Drink,,2231,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,meat,viande,N,Native,Food & Drink,,2233,Underived,0011-0000,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,argan,VCCVC,n,a,N,"argan (tree, oil)","argane (arbre, huile)",N,Native,Food & Drink,,2234,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,External,Zero,N,ur,VC,r,u,N,lung,poumon,N,Native,Body Parts & Functions,,2235,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,iʁil,VCVC,l,i,N,arm,bras,N,Native,Body Parts & Functions,,2236,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,"fine, penalty",amende,N,Native,Law & Judgement,,2254,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,!bifandi,CVCVCCV,i,b,N,forbidden thing,interdit,N,French,Law & Judgement,,2255,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!brra,CCCV,a,b,N,countryside,dehors,N,Unknown,Physical World,,2256,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!dariba,CVCVCV,a,d,N,tax,taxe,N,Arabic-Unassimilated,Possession & Trade,,2257,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ddamn,CCVCC,n,d,Y,"warranter, like a co-signer on a loan",garant,Y,Arabic-Unassimilated,Possession & Trade,NonSpec,2258,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ddhr,CCCC,r,d,N,back,dos,N,Arabic-Unassimilated,Body Parts & Functions,,2259,Underived,1100-0000,
Masculine,Neutral,,Neutral,Mixed,Zero,Y,!(a)ddif,VCCVC,f,a,Y,guest,invité,Y,Arabic-Assimilated,Social Relations,NonSpec,2260,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ddur,CCVC,r,d,N,round,tour,N,Arabic-Unassimilated,Motion & Transportation,,2261,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ddraf,CCCVC,f,d,N,kindness,gentillesse,N,Arabic-Unassimilated,Emotion,,2262,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!garru,CVCCV,u,g,N,cigarettes,cigarettes,N,Unknown,Food & Drink,,2263,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ħurma,CVCCV,a,ħ,N,mercy,merci,N,Arabic-Unassimilated,Emotion,,2264,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!laraf,CVCVC,f,l,N,"police patrol, raid or roundup",rafle de police,N,French,Warfare & Hunting,,2266,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lasl,CVCC,l,l,N,origin,origine,N,Arabic-Unassimilated,Mind & Thought,,2267,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,leftovers of a sacrificial animal,restes,N,Unknown,Animals,,2268,Underived,0000-0011,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!laz,CVC,z,l,N,hunger,faim,N,Native,Food & Drink,,2269,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,news,nouvelles,N,Arabic-Unassimilated,Language & Music,,2270,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lbadl,CCVCC,l,l,N,calumny,calomnie,N,Arabic-Unassimilated,Language & Music,,2271,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!lbaraka,CCVCVCV,a,l,N,benediction,bénédiction,N,Arabic-Unassimilated,Religion & Beliefs,,2272,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!lbisara,CCVCVCV,a,l,N,bean soup,soupe de fèves,N,Unknown,Food & Drink,,2273,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lblas,CCCVC,s,l,N,place,place,N,French,Physical World,,2274,Underived,0000-1111,
Masculine,Neutral,,Neutral,No Plural,Zero,Y,!lbsir,CCCVC,r,l,Y,blind person,aveugle,Y,Arabic-Assimilated,Sense Perception,NonSpec,2275,Underived,1100-1100,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,!lbzdam,CCCCVC,m,l,N,purse,porte-feuilles,N,Unknown,Clothing & Adornment,,2276,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lfdl,CCCC,l,l,N,profit,profit,N,Arabic-Unassimilated,Possession & Trade,,2277,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lfʒr,CCCC,r,l,N,dawn,aube,N,Arabic-Unassimilated,Time,,2278,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lhdrt,CCCCC,t,l,N,joke,plaisanterie,N,Arabic-Assimilated,Language & Music,,2280,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lħħram,CCCCVC,m,l,N,sinful thing,interdit par la religion,N,Arabic-Unassimilated,Religion & Beliefs,,2281,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lħrb,CCCC,b,l,N,battle,bataille,N,Arabic-Unassimilated,Warfare & Hunting,,2282,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!lizar,CVCVC,r,l,N,sheet,drap,N,Unknown,Clothing & Adornment,,2283,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,!lkaskrut,CCVCCCVC,t,l,N,snack,casse-croute,N,French,Food & Drink,,2284,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,!lkiʁd,CCVCC,d,l,N,marriage certificate,acte de mariage (papier),N,Native,Law & Judgement,,2286,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lkrrusa,CCCCVCV,a,l,N,cart,charrette,N,French,Physical Acts & Materials,,2287,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lksida,CCCVCV,a,l,N,accident,accident,N,French,Emotion,,2288,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,Y,!llah,CCVC,h,l,Y,God,Dieu,N,Arabic-Unassimilated,Religion & Beliefs,Male,2289,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!llaʒr,CCVCC,r,l,N,reward,récompense au sens religieux,N,Arabic-Unassimilated,Religion & Beliefs,,2290,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lmarka,CCVCCV,a,l,N,brand,marque,N,French,Possession & Trade,,2291,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lmjadi,CCCVCV,i,l,N,ablutions room,salle d'ablutions,N,Arabic-Assimilated,Dwellings & Furniture,,2292,Underived,1100-0000,
Masculine,Neutral,,Neutral,Mixed,Zero,Y,!lmntiħ,CCCCVC,ħ,l,Y,dunce,têtu,Y,Arabic-Assimilated,Social Relations,NonSpec,2293,Underived,1111-1111,
